gene	DESCRIPTION	hasPeak(An_kdmB_20h_HA_1)	peakType(An_kdmB_20h_HA_1)	hasTesPeak(An_kdmB_20h_HA_1)	tesPeakType(An_kdmB_20h_HA_1)	hasPeak(An_kdmB_20h_HA_2)	peakType(An_kdmB_20h_HA_2)	hasTesPeak(An_kdmB_20h_HA_2)	tesPeakType(An_kdmB_20h_HA_2)	hasPeak(An_kdmB_48h_HA_1)	peakType(An_kdmB_48h_HA_1)	hasTesPeak(An_kdmB_48h_HA_1)	tesPeakType(An_kdmB_48h_HA_1)	hasPeak(An_kdmB_48h_HA_2)	peakType(An_kdmB_48h_HA_2)	hasTesPeak(An_kdmB_48h_HA_2)	tesPeakType(An_kdmB_48h_HA_2)
AN4996	Ortholog(s) have role in mitotic sister chromatid segregation and NMS complex, condensed nuclear chromosome kinetochore localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4995	Has domain(s) with predicted integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4994	Ortholog of A. fumigatus Af293 : Afu3g09935, A. niger CBS 513.88 : An16g03620, A. oryzae RIB40 : AO090003000512, Aspergillus glaucus : Aspgl1_0065702 and Neosartorya fischeri NRRL 181 : NFIA_067360	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4993	Putative GNAT-type acetyltransferase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4992	Ortholog(s) have phospholipid:diacylglycerol acyltransferase activity and role in lipid droplet formation, triglyceride biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4991	Predicted inositol phosphorylceramide (IPC) synthase with a role in sphingolipid metabolism; mutation confers resistance to aureobasidin A	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN4990	Ortholog(s) have ferrous iron transmembrane transporter activity, manganese ion transmembrane transporter activity	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN4989	Ortholog of A. fumigatus Af293 : Afu3g09980, A. niger CBS 513.88 : An16g03710, Aspergillus sydowii : Aspsy1_0042878 and Aspergillus terreus NIH2624 : ATET_04521	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN4988	Ortholog(s) have intracellular localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN4987	Putative protein kinase A (PKA) regulatory subunit	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN4986	Has domain(s) with predicted L-ascorbic acid binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen and oxidoreductase activity, more	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4985	Has domain(s) with predicted DNA binding transcription factor activity, sequence-specific DNA binding activity and role in regulation of transcription, DNA-templated	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4984	Putative cyclin-dependent protein kinase; locus contains the conserved upstream open reading frame (uORF) AN4984-uORF	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN4983	Ortholog of A. fumigatus Af293 : Afu3g10050, A. niger CBS 513.88 : An16g03800, A. oryzae RIB40 : AO090003000538, Aspergillus wentii : Aspwe1_0168992 and Aspergillus sydowii : Aspsy1_0042898	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11772	Has domain(s) with predicted Golgi transport complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4982	Ortholog of A. fumigatus Af293 : Afu3g10065, A. niger CBS 513.88 : An16g03820, A. oryzae RIB40 : AO090003000540, Neosartorya fischeri NRRL 181 : NFIA_067230 and Aspergillus wentii : Aspwe1_0049188	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4981	Putative cyclin T; predicted N-terminal cyclin-box fold; physically interacts with PtkA by 2-hybrid analysis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4980	Ortholog(s) have ribosomal protein S6 kinase activity and role in TORC1 signaling	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11771	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4979	Predicted dihydroneopterin aldolase; predicted role in folic acid-containing compound metabolism; extragenic suppressor of a crzA null mutation; role in nuclear division cycle	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA
AN4978	Ortholog(s) have role in mRNA export from nucleus and nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4977	Ortholog(s) have mitochondrion localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4976	Putative TATA-binding protein; contains a uORF in the upstream leader sequence	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN4975	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4974	Ortholog of A. fumigatus Af293 : Afu3g10140, A. niger CBS 513.88 : An16g03960, A. oryzae RIB40 : AO090003000548, Aspergillus wentii : Aspwe1_0036871 and Aspergillus sydowii : Aspsy1_0042909	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4973	Ortholog of A. fumigatus Af293 : Afu3g10150, A. niger CBS 513.88 : An16g03980, A. oryzae RIB40 : AO090003000550, Aspergillus wentii : Aspwe1_0049197 and Aspergillus sydowii : Aspsy1_0056460	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	TRUE	pseudo_overlapEnd	TRUE	upstream	FALSE	NA
AN4972	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4971	Ortholog of A. fumigatus Af293 : Afu3g10170, A. oryzae RIB40 : AO090003000552, Neosartorya fischeri NRRL 181 : NFIA_067120, Aspergillus wentii : Aspwe1_0103693 and Aspergillus versicolor : Aspve1_0039833	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4970	Ortholog of Aspergillus versicolor : Aspve1_0027112 and Aspergillus sydowii : Aspsy1_0029568	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4969	Putative component of the kinetochore-associated Ndc80 complex	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN10610	Ortholog(s) have peroxisome matrix targeting signal-1 binding, peroxisome matrix targeting signal-2 binding, protein binding, bridging activity	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN10620	Ortholog of A. fumigatus Af293 : Afu3g10200, A. oryzae RIB40 : AO090003000556, Aspergillus wentii : Aspwe1_0025004, Aspergillus zonatus : Aspzo1_0012301 and Aspergillus sydowii : Aspsy1_0146861	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4967	Ortholog(s) have P-body localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4966	Has domain(s) with predicted role in lipid storage	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4965	Ortholog(s) have role in nuclear-transcribed mRNA poly(A) tail shortening and CCR4-NOT core complex localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4964	Has domain(s) with predicted endodeoxyribonuclease activity, producing 5'-phosphomonoesters activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4963	Ortholog(s) have phospholipid binding, protein membrane anchor activity	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4962	Ortholog of A. fumigatus Af293 : Afu3g10255, Neosartorya fischeri NRRL 181 : NFIA_067020, Aspergillus wentii : Aspwe1_0128259 and Aspergillus versicolor : Aspve1_0039847	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4961	Has domain(s) with predicted role in mitotic cell cycle and DASH complex, mitotic spindle localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4960	Ortholog of A. fumigatus Af293 : Afu3g10270, A. niger CBS 513.88 : An16g04130, A. oryzae RIB40 : AO090003000567, Aspergillus wentii : Aspwe1_0025013 and Aspergillus sydowii : Aspsy1_0042928	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4959	Has domain(s) with predicted role in DNA replication and nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4958	Has domain(s) with predicted nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4957	Putative galactokinase with a predicted role in galactose and galactitol metabolism	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN4956	Large subunit of acetolactate synthase involved in branched-chain amino acid biosynthesis under hypoxic conditions	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4955	Has domain(s) with predicted zinc ion binding activity	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4954	Ortholog of A. fumigatus Af293 : Afu3g10330, A. oryzae RIB40 : AO090003000582, Aspergillus sydowii : Aspsy1_0130681 and Aspergillus terreus NIH2624 : ATET_04567	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4953	Putative Rho-like GTPase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4952	Ortholog of A. fumigatus Af293 : Afu3g10350, A. niger CBS 513.88 : An16g04260, A. oryzae RIB40 : AO090003000585, Aspergillus wentii : Aspwe1_0358461 and Aspergillus sydowii : Aspsy1_0029588	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4951	Ortholog(s) have protein transporter activity and role in intracellular protein transport, protein retention in Golgi apparatus, retrograde transport, endosome to Golgi	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4950	Ortholog of A. fumigatus Af293 : Afu3g10370, Neosartorya fischeri NRRL 181 : NFIA_066900, Aspergillus fumigatus A1163 : AFUB_038780 and Aspergillus clavatus NRRL 1 : ACLA_038270	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4949	Ortholog(s) have chromatin insulator sequence binding, tDNA binding, transcription factor activity, core RNA polymerase III binding activity and role in transcription initiation from RNA polymerase III promoter	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA
AN4948	Ortholog(s) have hydrolase activity, acting on ester bonds activity, role in siderophore catabolic process and intracellular localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN4947	Ortholog(s) have dolichyl-phosphate beta-D-mannosyltransferase activity, role in dolichol-linked oligosaccharide biosynthetic process, fungal-type cell wall biogenesis, protein O-linked glycosylation and plasma membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4946	Ortholog of A. fumigatus Af293 : Afu3g10410, A. niger CBS 513.88 : An16g04340, A. oryzae RIB40 : AO090003000590, Aspergillus wentii : Aspwe1_0169033 and Aspergillus sydowii : Aspsy1_0087645	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4945	Ortholog of A. fumigatus Af293 : Afu3g10420, A. niger CBS 513.88 : An16g04350, A. oryzae RIB40 : AO090003000591, Aspergillus wentii : Aspwe1_0049222 and Aspergillus sydowii : Aspsy1_0029595	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4944	Ortholog of A. fumigatus Af293 : Afu3g10440, Aspergillus flavus NRRL 3357 : AFL2T_02410, Aspergillus wentii : Aspwe1_0025030 and Aspergillus versicolor : Aspve1_0884593	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4943	Has domain(s) with predicted RNA binding activity and role in RNA processing	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4942	Ortholog(s) have Ran GTPase binding activity, role in protein import into nucleus and nuclear envelope localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4941	Ortholog of A. fumigatus Af293 : Afu3g10470, A. niger CBS 513.88 : An16g04410, A. oryzae RIB40 : AO090003000593, Aspergillus wentii : Aspwe1_0169039 and Aspergillus sydowii : Aspsy1_0788739	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4940	Ortholog(s) have role in reciprocal meiotic recombination and mitochondrion, nuclear envelope, plasma membrane localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4939	Ortholog(s) have enzyme activator activity, heme binding activity, role in ergosterol biosynthetic process, regulation of ergosterol biosynthetic process and endoplasmic reticulum, endosome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4938	Ortholog of A. fumigatus Af293 : Afu3g10500, A. niger CBS 513.88 : An16g04440, A. oryzae RIB40 : AO090003000596, Aspergillus wentii : Aspwe1_0049228 and Aspergillus sydowii : Aspsy1_0146146	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN4937	Ortholog of A. fumigatus Af293 : Afu3g10510, A. niger CBS 513.88 : An16g04450, Aspergillus wentii : Aspwe1_0169043 and Aspergillus sydowii : Aspsy1_0087654	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4936	Protein kinase with a role in mRNA cis splicing, via spliceosome; mutants are lethal forming swollen hyphae and arresting as short germings	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4935	Ortholog(s) have protein serine/threonine kinase activity	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN4934	Putative 3-hydroxyacyl-CoA dehydrogenase with a predicted role in fatty acid metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4933	Ortholog(s) have role in positive regulation of secondary metabolite biosynthetic process, secondary metabolite biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4932	Putative G-protein coupled receptor; haemolysin III-related protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4931	Ortholog of A. fumigatus Af293 : Afu3g10580, A. niger CBS 513.88 : An16g04550, A. oryzae RIB40 : AO090003000603, Aspergillus wentii : Aspwe1_0057684 and Aspergillus sydowii : Aspsy1_0056492	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4930	Ortholog of A. niger CBS 513.88 : An16g04560, Aspergillus wentii : Aspwe1_0169051, Aspergillus sydowii : Aspsy1_0087661 and Aspergillus terreus NIH2624 : ATET_04588	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN11770	Ortholog(s) have role in vesicle-mediated transport and integral component of Golgi membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4929	Ortholog of A. fumigatus Af293 : Afu3g10610, A. niger CBS 513.88 : An02g06220, A. oryzae RIB40 : AO090003000605, Aspergillus wentii : Aspwe1_0104935 and Aspergillus sydowii : Aspsy1_0147876	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	TRUE	overlapEnd	TRUE	upstream	FALSE	NA
AN4928	Ortholog(s) have RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4927	Putative F1F0-ATPase complex subunit with a predicted role in energy metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4926	Ortholog of A. fumigatus Af293 : Afu3g10640, A. niger CBS 513.88 : An02g06280, A. oryzae RIB40 : AO090003000608, Aspergillus wentii : Aspwe1_0103496 and Aspergillus sydowii : Aspsy1_0146244	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4925	Has domain(s) with predicted peptidase activity and role in proteolysis	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4924	Protein of unknown function	TRUE	upstream	FALSE	NA	FALSE	NA	TRUE	insideOverlapEnd	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4923	Putative 3-hydroxy-3-methylglutaryl coenzyme A synthase with a predicted role in sterol metabolism; protein expressed at decreased levels in a hapX mutant versus wild-type; expression reduced after exposure to farnesol	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN11769	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	includeFeature	FALSE	NA	FALSE	NA	FALSE	NA
AN4922	Ortholog of A. fumigatus Af293 : Afu3g10670, A. niger CBS 513.88 : An02g06330, A. oryzae RIB40 : AO090003000612, Aspergillus wentii : Aspwe1_0360359 and Aspergillus sydowii : Aspsy1_0147179	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4921	Ortholog of A. fumigatus Af293 : Afu3g10680, A. niger CBS 513.88 : An02g06340, A. oryzae RIB40 : AO090003000613, Aspergillus wentii : Aspwe1_0360214 and Aspergillus sydowii : Aspsy1_0056501	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11768	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4920	Putative calcium-transporting mitochondrial ATPase involved in calcium homeostasis	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4919	Ortholog(s) have mRNA binding, structural molecule activity and role in Arp2/3 complex-mediated actin nucleation, actin cortical patch assembly, cellular response to drug, mitochondrion inheritance	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4918	Ortholog(s) have intracellular localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4917	p62 subunit of dynactin, component of the dynactin complex involved in nuclear distribution	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4916	Ortholog(s) have role in ribosome biogenesis and cell surface, small-subunit processome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4915	Putative RAB family GTPase; co-localizes with early endosomes; mutants have atypically small vacuoles	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4914	Putative acetate kinase with a predicted role in acetate, acetaldehyde, and ethanol (two-carbon) metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4913	Putative phosphoketolase with a predicted role in the phosphoketolase pathway	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4912	Ortholog(s) have role in cellular response to drug, lipid translocation, sphingoid metabolic process and fungal-type vacuole, membrane raft, plasma membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4911	Ortholog of A. fumigatus Af293 : Afu3g10780, A. niger CBS 513.88 : An02g06450, Neosartorya fischeri NRRL 181 : NFIA_066470, Aspergillus wentii : Aspwe1_0362213 and Aspergillus versicolor : Aspve1_0127307	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4910	Transcript induced in response to calcium dichloride in a CrzA-dependent manner	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4909	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4908	Putative eukaryotic translation initiation factor subunit; PalA-dependent expression independent of pH	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4907	Ortholog of A. fumigatus Af293 : Afu3g10810, A. niger CBS 513.88 : An03g02970, Aspergillus wentii : Aspwe1_0362245, Aspergillus sydowii : Aspsy1_0043016 and Aspergillus terreus NIH2624 : ATET_04610	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA	TRUE	inside	TRUE	pseudo_overlapEnd	TRUE	inside	FALSE	NA
AN4906	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN4905	theta class glutathione S-transferase; involved in resistance to a variety of xenobiotics and metals; confers susceptibility to the systemic fungicide carboxin	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10615	Putative branchpoint binding protein	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA
AN4904	Has domain(s) with predicted role in anion transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN4903	Has domain(s) with predicted ATP binding, ATP-dependent helicase activity, helicase activity, nucleic acid binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4902	Ortholog of A. niger CBS 513.88 : An02g06740, A. oryzae RIB40 : AO090003001585, Neosartorya fischeri NRRL 181 : NFIA_066360 and Aspergillus wentii : Aspwe1_0025074	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN4901	Putative glutaminase A with a predicted role in glutamate and glutamine metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10614	Ortholog(s) have G-quadruplex DNA binding, ribosome binding, telomeric DNA binding, triplex DNA binding activity	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN4900	Putative bZIP DNA-binding protein involved in regulating nitrogen metabolite repression	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN4899	Ortholog(s) have peroxisome membrane targeting sequence binding activity	TRUE	upstream	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
